"employee_id","fullname","iq","gtq","education_level","mbti","final_match_rate","pillar_sea","pillar_qdd","pillar_vcu","pillar_lie","s_strategic","s_learner","s_achiever","s_relator","s_analytical","years_of_service"
"EMP100486","Joko Simanjuntak","110","28","S2","ESFJ","49.230769230769220000","4","4","4","3","0","0","0","1","0","1.8333333333333333"
"EMP100487","Joko Lukman","106","25","SMA","ENTP","46.008216156603270000","6","3","2","2","1","0","0","0","1","2"
"EMP100488","Luthfi Pratama","126","44","S1","ENTJ","53.400000000000000000","3","3","2","3","0","1","0","0","0","5.333333333333333"
"EMP100489","Vania Adi Setiawan","124","21","S2","ISTP","42.758229942100920000","3","2","2","2","1","1","0","0","0","1"
"EMP100490","Cahyo Suharto","80","31","S2","ESFJ","45.1092087124345400000000","3","3","3","3","0","0","0","0","0","3.6666666666666665"
"EMP100491","Gita Anggara","89","26","D3","ENFP","52.322222222222210000","3","4","3","3","0","0","1","0","0","7.083333333333333"
"EMP100492","Ahmad Lestari Handayani","90","31","SMA","ISTJ","51.422580645161290000","3","3","3","3","1","0","0","0","0","6.166666666666666"
"EMP100493","Nurlita Wijaya","112","25","SMA","ESFJ","46.5940170940171100000000","3","4","4","3","0","0","0","0","0","3.9166666666666665"
"EMP100494","Dwi Mahardika Anggara","95","24","D3","INTJ","44.5384063964709100000000","3","3","4","3","0","0","0","0","0","2.5"
"EMP100495","Gita Ganesha Zulfikar","81","27","S2","ISTP","44.296774193548400000","2","2","1","1","1","0","0","0","0","5.333333333333333"
"EMP100496","Intan Wijaya Pratomo","108","27","D3","ISTP","47.5000000000000100000000","3","3","4","2","0","0","0","0","0","6.166666666666666"
"EMP100497","Oka Syahputra","87","31","S2","INTP","53.566832092638570000","3","2","3","2","0","1","1","0","1","3.166666666666667"
"EMP100498","Fitri Situmorang","80","41","SMA","ENTJ","51.6444444444444400000000","2","2","3","2","0","0","0","0","0","4.833333333333333"
"EMP100499","Adit Herlambang","111","27","S2","ISFJ","49.691811414392060000","4","3","4","4","0","0","0","0","1","3.583333333333333"
"EMP100500","Yoga Mahardika Gunawan","117","27","SMA","ENFP","44.451116625310160000","3","3","3","3","0","0","1","0","0","1.3333333333333333"
"EMP100501","Rifqi Rachman Santoso","122","25","SMA","ENFP","43.1044389302453700000000","1","1","1","1","0","0","0","0","0","3"
"EMP100502","Wahyu Hasibuan","81","13","SMA","ESTJ","44.0888888888888800000000","2","3","3","3","0","0","0","0","0","4.916666666666666"
"EMP100503","Prasetyo Ganesha Ramadhan","86","40","S1","INTP","51.039316239316240000","3","1","1","1","0","0","1","1","0","3.6666666666666665"
"EMP100504","Kartika Halim Ginting","113","23","D3","ENTJ","45.081830714088790000","4","4","5","3","0","1","0","0","0","3.9166666666666665"
"EMP100505","Intan Pramudita Maulida","98","32","S2","ENTJ","55.044444444444440000","3","4","3","4","0","0","0","1","0","5.5"
"EMP100506","Cahyo Iqbal Suharto","102","20","SMA","INTJ","56.311111111111110000","2","1","2","3","0","0","1","1","0","6.833333333333333"
"EMP100507","Dewi Rahmawati","81","32","S2","INFJ","52.161538461538470000","4","3","5","5","0","0","0","1","0","3.6666666666666665"
"EMP100508","Sari Nabila Halim","107","26","SMA","ENTJ","47.742321477805340000","4","3","5","3","0","0","0","0","1","3.416666666666667"
"EMP100509","Zaki Tri Lestari","85","22","S1","ISFP","44.1721532947339700000000","2","2","2","2","0","0","0","0","0","3.9166666666666665"
"EMP100510","Rizky Lestari Situmorang","82","23","S1","INTP","46.2128205128205100000000","2","1","3","2","0","0","0","0","0","3.8333333333333326"
"EMP100511","Nugroho Saputra","135","31","D3","UNKNOWN","48.2769230769231000000000","4","4","3","4","0","0","0","0","0","2.416666666666667"
"EMP100512","Valdo Ginting","101","19","S1","ISFJ","51.733333333333320000","2","1","1","3","0","1","0","0","0","4.333333333333333"
"EMP100513","Nabila Fadillah Setiawan","109","29","D3","ENTP","49.793548387096760000","5","4","3","4","0","0","1","0","0","4.916666666666666"
"EMP100514","Fitri Saputra Yulianto","91","28","S1","UNKNOWN","49.3555555555555600000000","5","4","3","3","0","0","0","0","0","5.333333333333333"
"EMP100515","Cahyo Handayani","82","24","S2","INFJ","53.688888888888900000","2","2","2","2","0","0","0","0","1","5.416666666666666"
"EMP100516","Yoga Nugroho","100","14","S2","ESTP","43.0723738626964300000000","4","4","4","3","0","0","0","0","0","3.083333333333333"
"EMP100517","Rendra Wibowo","108","28","S1","ISTP","41.6374689826302700000000","3","4","3","3","0","0","0","0","0","2.25"
"EMP100518","Hana Erlangga Gunawan","92","31","S2","ENTJ","46.7111111111111000000000","3","3","4","3","0","0","0","0","0","6.916666666666666"
"EMP100519","Teguh Indrawan","131","27","SMA","UNKNOWN","53.729032258064510000","3","3","2","4","0","0","1","0","0","4.666666666666666"
"EMP100520","Rifqi Kusuma Wibowo","86","28","S2","ENFJ","48.6358422939068200000000","3","4","4","4","0","0","0","0","0","6.166666666666666"
"EMP100521","Nadia Gunawan","100","34","D3","ESFP","52.086324786324790000","3","3","3","3","1","0","0","0","0","2.916666666666667"
"EMP100522","Nabila Yudhistira Salsabila","108","28","S2","INFJ","51.6000000000000000000000","3","3","2","3","0","0","0","0","0","5.25"
"EMP100523","Indra Adi Hartanto","134","25","D3","INTP","44.927515853322290000","2","1","3","1","0","1","0","0","1","2.75"
"EMP100524","Hadi Nugroho","94","25","S2","UNKNOWN","42.4008547008547100000000","4","3","5","4","0","0","0","0","0","1.9166666666666667"
"EMP100525","Umar Fauziah","105","28","SMA","ESFJ","47.4333333333333400000000","3","4","3","2","0","0","0","0","0","6.583333333333333"
"EMP100526","Kartika Maulana","96","29","SMA","INTP","47.2333333333333400000000","4","4","4","4","0","0","0","0","0","6.833333333333333"
"EMP100527","Rendra Situmorang","133","35","SMA","ISTP","49.0282878411910800000000","2","2","2","3","0","0","0","0","0","4.166666666666666"
"EMP100528","Lestari Suharto","85","37","S2","INTJ","33.819244554728440000","2","2","2","1","0","0","0","1","0","1.5"
"EMP100529","Anisa Lukman","108","24","D3","ENTJ","45.5730355665839500000000","3","3","2","4","0","0","0","0","0","3.8333333333333326"
"EMP100530","Rizki Lestari Suharto","108","28","S1","INTJ","53.3999999999999900000000","4","2","4","4","0","0","0","0","0","4.666666666666666"
"EMP100531","Bella Erlangga Pratama","108","27","D3","ISTP","41.892307692307692000","2","2","1","2","1","0","0","0","0","0.0833333333333333"
"EMP100532","Umar Baskara Gunawan","111","25","D3","ISFJ","52.569203198235460000","5","5","4","5","0","0","1","0","0","3.416666666666667"
"EMP100533","Fajar Ananda","108","28","SMA","INFJ","43.653846153846140000","3","3","3","3","0","0","1","0","0","1.5833333333333333"
"EMP100534","Rama Kurniawan","103","17","S2","ESFJ","45.146153846153850000","2","3","4","3","0","0","1","0","0","1.6666666666666667"
"EMP100535","Wahyu Nabila Saputra","132","27","S2","ISFJ","52.799999999999990000","4","3","4","3","0","0","0","1","0","4.75"
"EMP100536","Eko Gunawan","121","19","D3","ISFP","45.5286738351254600000000","2","2","2","2","0","0","0","0","0","6.583333333333333"
"EMP100537","Iman Yulianto","100","25","S2","ISFP","39.2495726495726500000000","3","3","3","3","0","0","0","0","0","2.833333333333333"
"EMP100538","Maya Gunawan","126","33","SMA","UNKNOWN","52.200000000000010000","4","3","3","2","0","1","0","0","1","3.25"
"EMP100539","Teguh Dharma Indrawan","94","40","SMA","ESFJ","41.8606837606837500000000","3","3","3","3","0","0","0","0","0","1.75"
"EMP100540","Anisa Halim Ramadhan","106","26","S2","ENTP","47.863192721257240000","2","1","1","2","0","0","0","1","0","3.9166666666666665"
"EMP100541","Dinda Candra Pamungkas","115","22","SMA","ENFJ","49.0581196581196600000000","4","4","4","3","0","0","0","0","0","2.5"
"EMP100542","Ahmad Situmorang","131","26","S1","ENTP","50.7777777777777900000000","3","2","3","1","0","0","0","0","0","6.5"
"EMP100543","Teguh Fadillah Ramadhan","85","41","SMA","UNKNOWN","49.822222222222220000","2","2","3","3","0","0","0","1","0","4.75"
"EMP100544","Citra Putra","108","28","S2","INTP","56.634739454094310000","4","3","5","3","1","1","0","0","0","4.166666666666666"
"EMP100545","Adit Firmansyah","111","27","SMA","ESTJ","52.2000000000000000000000","3","2","3","3","0","0","0","0","0","4.5"
"EMP100546","Nadia Saputra Kusuma","136","23","SMA","ESTP","47.6111111111111200000000","1","3","2","2","0","0","0","0","0","6.416666666666666"
"EMP100547","Nabila Anggara","134","27","S1","ISFJ","53.300744416873460000","2","2","2","3","1","0","0","0","1","2.333333333333333"
"EMP100548","Fajar Suharto","108","27","S2","ESTP","55.200000000000000000","3","3","3","3","0","0","0","0","1","7.333333333333333"
"EMP100549","Lestari Aji Subekti","108","28","SMA","INTP","47.6307692307692200000000","3","3","3","3","0","0","0","0","0","1.8333333333333333"
"EMP100550","Hadi Hartanto","109","20","S2","ENFJ","48.6444444444444500000000","5","5","5","5","0","0","0","0","0","5.666666666666666"
"EMP100551","Mahendra Aji Permadi","109","35","S2","INTJ","39.3332506203474100000000","4","3","4","2","0","0","0","0","0","2.75"
"EMP100552","Vania Syahputra","137","27","D3","ENTJ","47.025806451612900000","2","2","2","2","0","0","0","0","1","5.75"
"EMP100553","Lestari Kurniawan","107","29","D3","ENTP","45.905982905982890000","2","4","3","2","0","0","1","0","0","2.583333333333333"
"EMP100554","Intan Saputra","108","28","D3","ENFJ","51.500000000000010000","5","5","4","5","0","0","0","1","0","6.916666666666666"
"EMP100555","Rani Anugrah Ridwan","99","25","D3","ENFP","45.240170940170935000","3","4","5","4","0","0","1","0","0","0.1666666666666666"
"EMP100556","Hadi Rohman","107","30","S2","ENTJ","44.5250896057347600000000","2","3","2","3","0","0","0","0","0","5.083333333333333"
"EMP100557","Rizka Subekti","102","28","S1","ESTJ","45.4086021505376200000000","3","2","3","3","0","0","0","0","0","4.916666666666666"
"EMP100558","Joko Kurniawan","111","29","SMA","ISTJ","52.335483870967740000","1","1","1","1","0","1","0","1","0","6.583333333333333"
"EMP100559","Ayunda Anggara","133","22","SMA","ISFP","53.288888888888900000","3","3","2","3","0","0","0","1","1","2.166666666666667"
"EMP100560","Adit Zulfikar Hidayat","137","16","D3","ENTP","51.078136200716860000","4","3","5","5","0","0","0","1","0","5.25"
"EMP100561","Valdo Santoso","82","29","D3","ESFP","43.1555555555555600000000","4","4","5","3","0","0","0","0","0","0"
"EMP100562","Utami Suharto","89","26","SMA","ENTP","42.202122966639110000","3","3","3","4","0","0","1","0","0","2"
"EMP100563","Dinda Maulida","105","33","S1","UNKNOWN","43.164102564102570000","2","2","2","2","0","0","1","0","1","0.75"
"EMP100564","Maya Candra Lukman","104","16","SMA","INFP","51.225641025641030000","4","4","4","3","1","0","0","1","1","2.25"
"EMP100565","Anisa Pramudita Maulana","119","29","D3","INTP","46.684615384615390000","2","2","2","2","0","0","0","0","1","2.333333333333333"
"EMP100566","Rendra Setiawan","108","27","D3","ENFJ","50.3290322580645100000000","3","3","3","3","0","0","0","0","0","7.916666666666665"
"EMP100567","Nurlita Ananda","87","22","SMA","ESFP","51.8448028673835200000000","3","2","3","3","0","0","0","0","0","6.583333333333333"
"EMP100568","Hana Dharma Gunawan","96","24","S1","ENTJ","46.2666666666666700000000","3","4","3","4","0","0","0","0","0","5.083333333333333"
"EMP100569","Zaki Anggara","85","34","S2","ISFJ","50.607582023711060000","3","3","2","3","1","0","0","1","0","2.5"
"EMP100570","Dewi Mahardika Purnama","108","28","S2","ENFJ","51.900000000000000000","2","3","3","3","0","1","0","0","0","6"
"EMP100571","Yuni Setiawan","139","39","S2","ESFP","48.963275434243160000","3","1","3","2","0","0","0","0","1","3.333333333333333"
"EMP100572","Rama Pradana","135","18","D3","INFP","51.799999999999990000","3","1","3","1","0","0","1","0","0","4.416666666666666"
"EMP100573","Arif Pramudita Syahputra","135","22","D3","ESTP","39.473504273504270000","1","2","2","1","0","0","0","1","0","1.25"
"EMP100574","Kartika Putra","116","33","S2","INFP","49.009677419354850000","3","3","4","2","1","0","0","0","0","5.333333333333333"
"EMP100575","Prasetyo Handayani","108","31","S1","INFP","42.123076923076910000","1","1","2","2","1","0","1","0","0","0.8333333333333333"
"EMP100576","Andi Wijaya Kusuma","99","37","SMA","ENFP","45.2017369727047200000000","3","3","3","3","0","0","0","0","0","4"
"EMP100577","Umar Anugrah Hidayat","111","30","S2","ENFP","48.419354838709680000","3","4","4","4","0","0","0","1","0","6.583333333333333"
"EMP100578","Teguh Anggara","136","26","D3","ENTJ","48.3777777777777800000000","4","4","4","4","0","0","0","0","0","6"
"EMP100579","Yoga Sinaga","130","29","S2","INFJ","53.145161290322590000","3","4","2","3","0","0","0","1","0","4.583333333333333"
"EMP100580","Adi Lukman","97","37","S2","INFJ","48.688888888888900000","3","3","4","4","0","0","1","0","0","3.25"
"EMP100581","Wahyu Dharma Santoso","104","21","D3","ENTP","40.458092087124360000","4","4","5","4","0","1","0","0","0","3.416666666666667"
"EMP100582","Wulan Nabila Fauziah","104","34","D3","INFP","53.377777777777780000","2","2","3","2","0","1","1","0","0","4.833333333333333"
"EMP100583","Dinda Zulfikar Herlambang","115","19","SMA","UNKNOWN","45.2351254480286700000000","3","3","3","2","0","0","0","0","0","6.25"
"EMP100584","Satya Ananda","119","33","D3","ESFJ","44.090322580645160000","3","2","1","1","0","0","0","0","1","6.666666666666666"
"EMP100585","Indra Rohman","113","29","S2","INTJ","36.690570719602970000","1","1","1","1","0","1","0","0","0","1.5"
"EMP100586","Adit Hartanto","111","20","D3","ENFJ","47.916404742211190000","5","4","5","4","1","0","0","0","0","2.75"
"EMP100587","Nabila Syahputra","113","25","S1","ENFP","52.355555555555560000","3","5","4","4","0","1","0","0","0","4.5"
"EMP100588","Intan Rohman","102","33","D3","ENTJ","50.050537634408590000","5","4","4","4","0","1","0","0","0","7"
"EMP100589","Anisa Tri Pamungkas","111","27","D3","ENFP","47.916873449131520000","5","4","4","3","0","0","0","1","0","3.416666666666667"
"EMP100590","Putri Rachman Hartanto","108","27","S1","INTJ","45.0741935483870900000000","3","3","3","4","0","0","0","0","0","4.916666666666666"
"EMP100591","Kurnia Ginting","86","28","S1","ENFJ","47.5519713261648600000000","3","3","4","3","0","0","0","0","0","4.333333333333333"
"EMP100592","Galih Handayani","108","28","SMA","ENTP","50.8851116625310100000000","3","4","4","4","0","0","0","0","0","4.25"
"EMP100593","Hadi Santoso","139","28","SMA","ISFP","38.1334987593052200000000","3","3","3","3","0","0","0","0","0","1"
"EMP100594","Teguh Sinaga","134","41","D3","ESFP","43.300000000000010000","1","1","1","1","0","0","0","1","0","6.083333333333333"
"EMP100595","Lestari Saputra","108","28","D3","ESTJ","50.800000000000010000","5","3","4","4","0","0","0","0","1","7"
"EMP100596","Dimas Aji Hidayat","108","28","S2","UNKNOWN","44.5992555831265400000000","4","4","4","3","0","0","0","0","0","4.166666666666666"
"EMP100597","Fajar Maulana","97","27","S2","INTJ","50.788888888888890000","4","4","5","4","1","0","0","0","0","4.833333333333333"
"EMP100598","Adit Aji Tamba","124","24","S1","UNKNOWN","45.133333333333330000","3","5","4","3","0","0","0","0","1","3.25"
"EMP100599","Dimas Kurniawan","81","23","SMA","INFP","46.588034188034170000","1","2","1","1","0","0","1","1","1","1.3333333333333333"
"EMP100600","Zaki Wijaya","137","18","SMA","ISTJ","39.1270471464019800000000","3","3","3","3","0","0","0","0","0","1"
"EMP100601","Nurlita Subekti","123","23","S1","ISFP","47.291756272401450000","5","5","5","5","0","0","0","0","1","5.833333333333333"
"EMP100602","Rifqi Ananda","108","33","D3","ESTP","46.5000000000000100000000","3","3","3","4","0","0","0","0","0","4.416666666666666"
"EMP100603","Ahmad Handayani","107","22","SMA","ISTJ","47.5430107526881700000000","3","3","5","3","0","0","0","0","0","5.916666666666666"
"EMP100604","Yoga Lukman","111","27","S2","ISTP","44.0955334987593020000000","4","4","4","3","0","0","0","0","0","0.0833333333333333"
"EMP100605","Dwi Anggara","108","28","S2","ISTP","57.799999999999990000","5","5","5","4","1","0","0","0","0","6.083333333333333"
"EMP100606","Wulan Candra Saputra","97","28","S1","ENFJ","53.688888888888880000","4","3","4","5","0","0","1","0","0","4.333333333333333"
"EMP100607","Rifqi Halim","82","26","D3","ENTP","45.991397849462370000","3","3","3","3","0","1","0","0","0","6.416666666666666"
"EMP100608","Rani Kurniawan","108","19","SMA","ENTJ","41.5914529914530000000000","5","4","5","4","0","0","0","0","0","1.4166666666666667"
"EMP100609","Oktavia Nabila Ginting","114","26","S2","ENFP","46.7058174800110200000000","3","4","2","3","0","0","0","0","0","3.75"
"EMP100610","Hana Rohman","94","28","S2","ISFJ","47.5222222222222300000000","4","4","4","4","0","0","0","0","0","5.916666666666666"
"EMP100611","Indra Sinaga","114","26","D3","UNKNOWN","52.977777777777790000","3","3","3","4","0","0","1","0","0","6.916666666666666"
"EMP100612","Adit Utami","115","12","S1","ESFP","46.666666666666660000","2","2","2","2","0","1","0","0","0","7.25"
"EMP100613","Cahyo Nabila Situmorang","114","20","S1","ESTP","42.7598290598290600000000","4","3","4","3","0","0","0","0","0","2"
"EMP100614","Cahyo Pratama","133","28","S1","ESFP","45.781885856079410000","4","5","5","5","0","0","0","0","1","2.083333333333333"
"EMP100615","Ahmad Halim Nugroho","139","29","SMA","ISTP","55.0387096774193500000000","5","5","4","4","0","0","0","0","0","7.166666666666666"
"EMP100616","Nadia Ramadhan","88","30","SMA","ESTP","53.935042735042730000","5","5","4","5","0","0","0","0","1","3.8333333333333326"
"EMP100617","Eko Rahmawati","104","29","SMA","ENFJ","38.7316239316239500000000","2","1","2","1","0","0","0","0","0","2.666666666666667"
"EMP100618","Arif Ramadhan","140","34","D3","ISTJ","47.5999999999999900000000","3","3","3","2","0","0","0","0","0","6.75"
"EMP100619","Adi Candra Firmansyah","114","21","SMA","ISTJ","49.789743589743600000","4","5","3","3","0","0","0","1","0","4.083333333333333"
"EMP100620","Oka Kusuma","119","38","SMA","ENTP","50.600000000000010000","3","3","2","4","0","1","0","0","0","6.333333333333333"
"EMP100621","Zahra Fauziah","87","23","SMA","ENFP","44.2928315412186500000000","3","4","4","3","0","0","0","0","0","6.416666666666666"
"EMP100622","Ahmad Anugrah Anggara","90","24","D3","ENTP","40.9794871794871800000000","3","3","3","3","0","0","0","0","0","1.6666666666666667"
"EMP100623","Hadi Simanjuntak","82","32","D3","ENTJ","50.562007168458770000","3","4","4","4","0","0","0","0","1","4.416666666666666"
"EMP100624","Luthfi Firmansyah","95","33","D3","ENTJ","47.385470085470090000","5","4","4","4","1","0","0","0","0","3.166666666666667"
"EMP100625","Dwi Utami","132","30","S2","ENTJ","51.3290322580645200000000","3","3","3","2","0","0","0","0","0","6.916666666666666"
"EMP100626","Arif Nugroho","81","32","S1","ISFJ","38.548138957816370000","2","3","3","3","0","0","0","1","0","0.6666666666666666"
"EMP100627","Hadi Handayani","106","26","S2","INTP","47.320512820512820000","3","4","3","3","0","0","0","1","0","1.5833333333333333"
"EMP100628","Fitri Dharma Siregar","84","31","S1","ESTJ","45.567907361455740000","4","4","4","3","1","1","0","0","0","1"
"EMP100629","Mahendra Subekti","124","32","S1","ISFP","36.7320099255583200000000","4","3","2","2","0","0","0","0","0","2.833333333333333"
"EMP100630","Maya Candra Maulida","108","28","D3","ENTP","47.338461538461550000","3","3","4","4","0","0","0","0","1","0.6666666666666666"
"EMP100631","Zahra Dharma Zulfikar","119","26","SMA","ENTP","48.893906810035840000","3","3","4","4","0","0","0","0","1","4.833333333333333"
"EMP100632","Rani Pramudita Suharto","108","27","S2","ESFJ","53.000000000000000000","3","5","5","5","0","0","0","0","1","6.416666666666666"
"EMP100633","Dewi Setiawan","110","20","SMA","INTP","50.8444444444444400000000","4","4","5","4","0","0","0","0","0","4.5"
"EMP100634","Nugroho Pratama","117","28","D3","ENTP","52.000000000000000000","3","1","2","2","1","0","0","0","0","4.583333333333333"
"EMP100635","Umar Dharma Fauziah","133","17","D3","INTP","38.6316239316239200000000","3","2","4","2","0","0","0","0","0","1.5833333333333333"
"EMP100636","Rama Aji Wibowo","80","34","D3","ENFJ","42.7863799283154000000000","3","2","3","3","0","0","0","0","0","6.333333333333333"
"EMP100637","Rani Adi Simanjuntak","105","22","S2","ISTP","45.7383512544802700000000","3","3","2","3","0","0","0","0","0","4.333333333333333"
"EMP100638","Budi Yudhistira Permadi","108","28","D3","ISFP","48.848387096774180000","3","4","5","3","0","0","0","0","1","5.333333333333333"
"EMP100639","Iman Pratama","138","27","S2","INFP","48.432258064516120000","1","2","3","2","0","0","0","0","1","4.5"
"EMP100640","Dewi Yudhistira Putra","135","23","D3","ESTJ","47.005652054039160000","5","4","4","3","1","0","1","0","0","0.5833333333333333"
"EMP100641","Julia Simanjuntak","108","27","S2","ENFP","48.5000000000000200000000","3","4","3","4","0","0","0","0","0","5.833333333333333"
"EMP100642","Umar Halim Pradana","106","39","S1","ENFJ","50.1888888888888800000000","2","4","3","2","0","0","0","0","0","5.75"
"EMP100643","Dewi Yulianto","135","18","S1","ISFJ","43.9548387096774100000000","2","1","3","1","0","0","0","0","0","5.333333333333333"
"EMP100644","Ayunda Hartanto","98","36","SMA","ESFJ","51.744444444444450000","4","3","3","4","0","0","0","0","1","5.75"
"EMP100645","Yoga Iqbal Santoso","82","37","SMA","ISFP","41.6555555555555500000000","5","4","3","3","0","0","0","0","0","2.166666666666667"
"EMP100646","Oktavia Ananda","126","37","S2","INFJ","56.006451612903220000","3","4","4","5","0","0","0","0","1","5.166666666666666"
"EMP100647","Vania Ganesha Ananda","117","17","S1","ISTJ","52.577777777777780000","4","3","5","5","0","0","1","0","0","6.833333333333333"
"EMP100648","Sari Mahardika Firmansyah","111","27","S1","UNKNOWN","51.858064516129040000","3","4","4","3","0","0","1","0","0","6"
"EMP100649","Wahyu Dharma Handayani","99","26","S1","ISFJ","52.308547008547010000","5","5","5","5","0","0","0","0","1","4"
"EMP100650","Rifqi Kurniawan","108","27","S2","ESTP","50.223076923076930000","3","5","4","3","0","0","0","0","1","1.9166666666666667"
"EMP100651","Novi Pamungkas","117","28","SMA","ESTP","53.8000000000000100000000","4","4","4","3","0","0","0","0","0","4.666666666666666"
"EMP100652","Eko Mahardika Lukman","122","22","SMA","INTJ","50.0888888888889000000000","5","5","5","5","0","0","0","0","0","4.833333333333333"
"EMP100653","Intan Pratama","111","26","S2","ISTJ","40.7777777777777900000000","4","3","3","4","0","0","0","0","0","0"
"EMP100654","Prasetyo Hidayat","111","15","D3","ESTP","37.819933829611250000","3","2","3","2","1","0","0","0","0","2.416666666666667"
"EMP100655","Novi Lestari","108","28","S1","ENFJ","51.5000000000000100000000","3","2","3","2","0","0","0","0","0","7.333333333333333"
"EMP100656","Joko Herlambang","96","22","D3","INFJ","52.3254480286738400000000","5","5","4","4","0","0","0","0","0","7.666666666666665"
"EMP100657","Rendra Anugrah Maulida","84","27","D3","ISFJ","51.6666666666666800000000","3","4","5","4","0","0","0","0","0","6.333333333333333"
"EMP100658","Nurlita Jatmiko Salsabila","109","28","SMA","ESFP","46.9000000000000100000000","3","2","2","1","0","0","0","0","0","12.416666666666666"
"EMP100659","Bella Utami","133","33","SMA","ISFJ","54.600000000000000000","2","2","3","2","1","1","0","0","1","2.166666666666667"
"EMP100660","Anisa Putra","126","35","S1","ENFP","47.7037220843672500000000","5","5","5","4","0","0","0","0","0","3"
"EMP100661","Budi Siregar","103","20","SMA","INFP","48.1827956989247500000000","4","3","4","3","0","0","0","0","0","5.75"
"EMP100662","Utami Pratama","119","33","S1","ENTP","56.4000000000000000000000","4","4","4","4","0","0","0","0","0","5.583333333333333"
"EMP100663","Rifqi Jatmiko Indrawan","123","32","SMA","ENTJ","48.5322580645161400000000","3","2","3","3","0","0","0","0","0","4.583333333333333"
"EMP100664","Zaki Rachman Putra","101","34","S1","ENFP","36.8875379101185500000000","3","2","3","4","0","0","0","0","0","1.5833333333333333"
"EMP100665","Rendra Ridwan","102","30","S2","ESFP","48.9661703887510300000000","2","3","3","2","0","0","0","0","0","3.5"
"EMP100666","Evi Sinaga","118","24","S1","ENFJ","42.9725392886683300000000","3","3","2","2","0","0","0","0","0","3"
"EMP100667","Rifqi Handayani","93","19","D3","ISTJ","51.627598566308240000","5","4","5","4","0","0","1","0","0","9.08333333333333"
"EMP100668","Luthfi Yudhistira Rohman","137","23","D3","ENTP","32.8830714088778700000000","1","2","2","2","0","0","0","0","0","1.6666666666666667"
"EMP100669","Adi Suharto","96","35","S1","ESFP","50.1397849462365700000000","3","3","3","3","0","0","0","0","0","6.583333333333333"
"EMP100670","Rama Tamba","108","27","SMA","ISTP","47.2000000000000000000000","0","3","3","4","0","0","0","0","0","5.833333333333333"
"EMP100671","Fajar Baskara Rohman","111","29","S1","ISTJ","50.200000000000000000","3","2","1","2","0","0","0","1","0","6.833333333333333"
"EMP100672","Rani Ridwan","114","31","S1","ISFJ","49.503225806451610000","4","2","3","3","1","0","0","0","0","6.333333333333333"
"EMP100673","Citra Siregar","107","22","D3","INTJ","48.275516956162110000","5","4","4","4","0","0","1","0","1","1.5"
"EMP100674","Valdo Handayani","108","26","SMA","INTJ","47.339316239316240000","1","1","1","2","0","1","0","0","0","2.583333333333333"
"EMP100675","Fajar Permadi","134","25","SMA","ESTJ","49.3555555555555500000000","4","4","3","5","0","0","0","0","0","5.25"
"EMP100676","Rifqi Simanjuntak","81","32","S2","ISFP","49.500000000000000000","3","3","3","2","0","0","0","0","1","4.5"
"EMP100677","Rani Halim Saputra","135","32","SMA","ISFJ","41.8999999999999800000000","2","1","1","1","0","0","0","0","0","1.0833333333333333"
"EMP100678","Julia Jatmiko Nugroho","108","27","S2","ENTP","54.300000000000010000","4","4","3","4","1","0","0","0","0","6.666666666666666"
"EMP100679","Gita Sinaga","108","31","S1","ENTJ","50.700000000000000000","4","3","3","2","0","0","1","0","0","3.25"
"EMP100680","Nugroho Ramadhan","106","28","S1","ESTJ","47.7273504273504400000000","3","2","3","4","0","0","0","0","0","3.9166666666666665"
"EMP100681","Kurnia Simanjuntak","96","23","D3","ISFJ","40.8387372484146600000000","3","3","3","3","0","0","0","0","0","2.333333333333333"
"EMP100682","Tania Zulfikar","108","27","D3","ESTP","47.9000000000000000000000","3","1","2","2","0","0","0","0","0","3.25"
"EMP100683","Rani Qolbi Nugroho","128","28","S2","ESTJ","45.5702233250620200000000","1","2","2","1","0","0","0","0","0","4.166666666666666"
"EMP100684","Dian Rahmawati","111","27","S2","ENTP","50.935483870967740000","1","1","2","3","0","0","1","0","0","10.416666666666666"
"EMP100685","Budi Wijaya Wijaya","111","27","S1","UNKNOWN","52.8096774193548500000000","5","4","4","4","0","0","0","0","0","6.083333333333333"
"EMP100686","Satya Utami","92","22","S1","ESTJ","44.6387096774193600000000","3","3","3","2","0","0","0","0","0","4.666666666666666"
"EMP100687","Gita Erlangga Herlambang","92","25","S1","ISFP","55.602646815550050000","3","4","3","2","1","1","1","0","0","3"
"EMP100688","Adit Iqbal Kurniawan","131","41","D3","ESTJ","52.292307692307680000","3","3","3","3","0","0","1","0","0","3.333333333333333"
"EMP100689","Evi Zulfikar","138","19","S1","ESTJ","42.845299145299130000","3","2","3","2","0","0","1","1","0","0.8333333333333333"
"EMP100690","Dian Tri Zulfikar","111","24","S2","ENTJ","50.7333333333333400000000","3","3","3","3","0","0","0","0","0","7.75"
"EMP100691","Dian Utama Hasibuan","108","27","S1","INTP","44.1851116625310300000000","3","3","3","3","0","0","0","0","0","3.166666666666667"
"EMP100692","Lestari Halim Purnama","136","32","S1","INFP","50.717866004962800000","3","3","4","4","1","0","1","0","1","2.916666666666667"
"EMP100693","Hadi Pramudita Zulfikar","130","22","S1","ENFP","43.766308243727610000","3","3","3","3","0","0","0","0","1","3.25"
